timestamp,__name__,instance,job,kind,status_code,verb,timestamp,argo_workflows_k8s_requests_raw,layer,unit,treatment
2026-01-19 09:25:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768814703.339,289,workflow,requests,Treatment
2026-01-19 09:25:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768814733.339,289,workflow,requests,Treatment
2026-01-19 09:26:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768814763.339,289,workflow,requests,Treatment
2026-01-19 09:26:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768814793.339,289,workflow,requests,Treatment
2026-01-19 09:27:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768814823.339,289,workflow,requests,Treatment
2026-01-19 09:27:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768814853.339,289,workflow,requests,Treatment
2026-01-19 09:28:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768814883.339,289,workflow,requests,Treatment
2026-01-19 09:28:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768814913.339,290,workflow,requests,Treatment
2026-01-19 09:29:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768814943.339,290,workflow,requests,Treatment
2026-01-19 09:29:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768814973.339,290,workflow,requests,Treatment
2026-01-19 09:30:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815003.339,290,workflow,requests,Treatment
2026-01-19 09:30:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815033.339,290,workflow,requests,Treatment
2026-01-19 09:31:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815063.339,290,workflow,requests,Treatment
2026-01-19 09:31:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815093.339,290,workflow,requests,Treatment
2026-01-19 09:32:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815123.339,290,workflow,requests,Treatment
2026-01-19 09:32:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815153.339,290,workflow,requests,Treatment
2026-01-19 09:33:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815183.339,290,workflow,requests,Treatment
2026-01-19 09:33:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815213.339,290,workflow,requests,Treatment
2026-01-19 09:34:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815243.339,290,workflow,requests,Treatment
2026-01-19 09:34:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815273.339,290,workflow,requests,Treatment
2026-01-19 09:35:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815303.339,291,workflow,requests,Treatment
2026-01-19 09:35:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815333.339,291,workflow,requests,Treatment
2026-01-19 09:36:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815363.339,291,workflow,requests,Treatment
2026-01-19 09:36:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815393.339,291,workflow,requests,Treatment
2026-01-19 09:37:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815423.339,291,workflow,requests,Treatment
2026-01-19 09:37:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815453.339,291,workflow,requests,Treatment
2026-01-19 09:38:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815483.339,291,workflow,requests,Treatment
2026-01-19 09:38:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815513.339,291,workflow,requests,Treatment
2026-01-19 09:39:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815543.339,291,workflow,requests,Treatment
2026-01-19 09:39:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815573.339,291,workflow,requests,Treatment
2026-01-19 09:40:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815603.339,291,workflow,requests,Treatment
2026-01-19 09:40:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815633.339,291,workflow,requests,Treatment
2026-01-19 09:41:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815663.339,291,workflow,requests,Treatment
2026-01-19 09:41:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815693.339,291,workflow,requests,Treatment
2026-01-19 09:42:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815723.339,291,workflow,requests,Treatment
2026-01-19 09:42:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815753.339,292,workflow,requests,Treatment
2026-01-19 09:43:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815783.339,292,workflow,requests,Treatment
2026-01-19 09:43:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815813.339,292,workflow,requests,Treatment
2026-01-19 09:44:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815843.339,292,workflow,requests,Treatment
2026-01-19 09:44:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815873.339,292,workflow,requests,Treatment
2026-01-19 09:45:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815903.339,292,workflow,requests,Treatment
2026-01-19 09:45:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815933.339,292,workflow,requests,Treatment
2026-01-19 09:46:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815963.339,292,workflow,requests,Treatment
2026-01-19 09:46:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768815993.339,292,workflow,requests,Treatment
2026-01-19 09:47:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768816023.339,292,workflow,requests,Treatment
2026-01-19 09:47:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768816053.339,292,workflow,requests,Treatment
2026-01-19 09:48:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768816083.339,292,workflow,requests,Treatment
2026-01-19 09:48:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768816113.339,292,workflow,requests,Treatment
2026-01-19 09:49:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtaskresults,200,Watch,1768816143.339,292,workflow,requests,Treatment
2026-01-19 09:15:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814133.339,1,workflow,requests,NoTreatment
2026-01-19 09:16:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814163.339,1,workflow,requests,Treatment
2026-01-19 09:16:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814193.339,1,workflow,requests,Treatment
2026-01-19 09:17:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814223.339,1,workflow,requests,Treatment
2026-01-19 09:17:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814253.339,1,workflow,requests,Treatment
2026-01-19 09:18:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814283.339,1,workflow,requests,Treatment
2026-01-19 09:18:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814313.339,1,workflow,requests,Treatment
2026-01-19 09:19:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814343.339,1,workflow,requests,Treatment
2026-01-19 09:19:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814373.339,1,workflow,requests,Treatment
2026-01-19 09:20:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814403.339,1,workflow,requests,Treatment
2026-01-19 09:20:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814433.339,1,workflow,requests,Treatment
2026-01-19 09:21:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814463.339,1,workflow,requests,Treatment
2026-01-19 09:21:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814493.339,1,workflow,requests,Treatment
2026-01-19 09:22:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814523.339,1,workflow,requests,Treatment
2026-01-19 09:22:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814553.339,1,workflow,requests,Treatment
2026-01-19 09:23:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814583.339,1,workflow,requests,Treatment
2026-01-19 09:23:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814613.339,1,workflow,requests,Treatment
2026-01-19 09:24:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814643.339,1,workflow,requests,Treatment
2026-01-19 09:24:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814673.339,1,workflow,requests,Treatment
2026-01-19 09:25:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814703.339,1,workflow,requests,Treatment
2026-01-19 09:25:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814733.339,1,workflow,requests,Treatment
2026-01-19 09:26:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814763.339,1,workflow,requests,Treatment
2026-01-19 09:26:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814793.339,1,workflow,requests,Treatment
2026-01-19 09:27:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814823.339,1,workflow,requests,Treatment
2026-01-19 09:27:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814853.339,1,workflow,requests,Treatment
2026-01-19 09:28:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814883.339,1,workflow,requests,Treatment
2026-01-19 09:28:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814913.339,1,workflow,requests,Treatment
2026-01-19 09:29:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814943.339,1,workflow,requests,Treatment
2026-01-19 09:29:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768814973.339,1,workflow,requests,Treatment
2026-01-19 09:30:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815003.339,1,workflow,requests,Treatment
2026-01-19 09:30:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815033.339,1,workflow,requests,Treatment
2026-01-19 09:31:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815063.339,1,workflow,requests,Treatment
2026-01-19 09:31:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815093.339,1,workflow,requests,Treatment
2026-01-19 09:32:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815123.339,1,workflow,requests,Treatment
2026-01-19 09:32:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815153.339,1,workflow,requests,Treatment
2026-01-19 09:33:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815183.339,1,workflow,requests,Treatment
2026-01-19 09:33:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815213.339,1,workflow,requests,Treatment
2026-01-19 09:34:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815243.339,1,workflow,requests,Treatment
2026-01-19 09:34:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815273.339,1,workflow,requests,Treatment
2026-01-19 09:35:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815303.339,1,workflow,requests,Treatment
2026-01-19 09:35:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815333.339,1,workflow,requests,Treatment
2026-01-19 09:36:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815363.339,1,workflow,requests,Treatment
2026-01-19 09:36:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815393.339,1,workflow,requests,Treatment
2026-01-19 09:37:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815423.339,1,workflow,requests,Treatment
2026-01-19 09:37:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815453.339,1,workflow,requests,Treatment
2026-01-19 09:38:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815483.339,1,workflow,requests,Treatment
2026-01-19 09:38:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815513.339,1,workflow,requests,Treatment
2026-01-19 09:39:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815543.339,1,workflow,requests,Treatment
2026-01-19 09:39:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815573.339,1,workflow,requests,Treatment
2026-01-19 09:40:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815603.339,1,workflow,requests,Treatment
2026-01-19 09:40:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815633.339,1,workflow,requests,Treatment
2026-01-19 09:41:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815663.339,1,workflow,requests,Treatment
2026-01-19 09:41:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815693.339,1,workflow,requests,Treatment
2026-01-19 09:42:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815723.339,1,workflow,requests,Treatment
2026-01-19 09:42:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815753.339,1,workflow,requests,Treatment
2026-01-19 09:43:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815783.339,1,workflow,requests,Treatment
2026-01-19 09:43:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815813.339,1,workflow,requests,Treatment
2026-01-19 09:44:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815843.339,1,workflow,requests,Treatment
2026-01-19 09:44:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815873.339,1,workflow,requests,Treatment
2026-01-19 09:45:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815903.339,1,workflow,requests,Treatment
2026-01-19 09:45:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815933.339,1,workflow,requests,Treatment
2026-01-19 09:46:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815963.339,1,workflow,requests,Treatment
2026-01-19 09:46:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768815993.339,1,workflow,requests,Treatment
2026-01-19 09:47:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768816023.339,1,workflow,requests,Treatment
2026-01-19 09:47:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768816053.339,1,workflow,requests,Treatment
2026-01-19 09:48:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768816083.339,1,workflow,requests,Treatment
2026-01-19 09:48:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768816113.339,1,workflow,requests,Treatment
2026-01-19 09:49:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,List,1768816143.339,1,workflow,requests,Treatment
2026-01-19 09:15:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814133.339,289,workflow,requests,NoTreatment
2026-01-19 09:16:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814163.339,289,workflow,requests,Treatment
2026-01-19 09:16:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814193.339,289,workflow,requests,Treatment
2026-01-19 09:17:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814223.339,289,workflow,requests,Treatment
2026-01-19 09:17:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814253.339,289,workflow,requests,Treatment
2026-01-19 09:18:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814283.339,289,workflow,requests,Treatment
2026-01-19 09:18:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814313.339,289,workflow,requests,Treatment
2026-01-19 09:19:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814343.339,290,workflow,requests,Treatment
2026-01-19 09:19:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814373.339,290,workflow,requests,Treatment
2026-01-19 09:20:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814403.339,290,workflow,requests,Treatment
2026-01-19 09:20:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814433.339,290,workflow,requests,Treatment
2026-01-19 09:21:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814463.339,290,workflow,requests,Treatment
2026-01-19 09:21:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814493.339,290,workflow,requests,Treatment
2026-01-19 09:22:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814523.339,290,workflow,requests,Treatment
2026-01-19 09:22:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814553.339,290,workflow,requests,Treatment
2026-01-19 09:23:03.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814583.339,290,workflow,requests,Treatment
2026-01-19 09:23:33.338999987+00:00,argo_workflows_k8s_request_total,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflowtasksets,200,Watch,1768814613.339,290,workflow,requests,Treatment
